施設CD,施設名
260905578,藤井内科医院
260905586,医療法人社団久世会　くぜクリニック
260905594,藤原医院
260905610,おがわ医院
260905644,医療法人　嘉ノ海外科医院
260905651,檀上診療所
260905677,田中医院
260905685,医療法人三島医院
260905693,医療法人社団蒼樹会山本整形外科
260905701,医療法人はし医院
260905719,辻小児科内科医院
260905727,ふじもり医院
260905743,中村診療所
260905750,葛山医院
260905776,中島医院
260905784,医療法人谷口医院
260905826,医療法人若葉会見島医院
260905842,清水医院
260905867,医療法人真誠会　辻クリニック
260905891,中山整形外科クリニック
260905925,若林内科胃腸科医院
260905941,川原林整形外科医院
260905958,特定医療法人桃仁会クリニック
260905966,武井クリニック
260905990,医療法人社団松ケ崎記念病院
260906014,医療法人高生会　高生会整形外科クリニック
260906022,医療法人大石内科クリニック
260906030,医療法人社団つくだ医院
260906055,小川クリニック
260906063,医療法人康榮会　岩田クリニック
260906071,医療法人　辻医院
260906089,医療法人医仁会　辰巳診療所
260906097,医療法人　大山医院
260906113,小松眼科医院
260906147,医療法人社団　改進診療所
260906154,北住医院
260906188,藤田医院
260906204,医療法人医仁会　武田クリニック
260906238,おぎの皮フ科
260906246,きもと医院
260906261,蘇生会クリニック
260906295,医療法人　里地クリニック
260906345,医療法人　西村医院
260906352,医療法人　新生十全会　なごみの里病院
260906386,辻皮膚科医院
260906394,医療法人医幸会　辻際醍醐診療所
260906410,斎藤耳鼻咽喉科
260906436,医療法人　日比小児科クリニック
260906444,医療法人隆仁会　松永医院
260906469,古家医院
260906485,医療法人　藤堂クリニック
260906501,柴田麻酔科医院
260906519,医療法人　森田整形外科
260906527,医療法人　あさひ整形外科
260906535,平盛医院
260906543,醍醐渡辺クリニック
260906550,八木耳鼻咽喉科医院
260906584,松岡耳鼻いんこう科
260906592,医療法人　まつむら医院
260906626,医療法人社団　にしむらこどもクリニック
260906659,広兼医院
260906667,医療法人信誠恵会　横関耳鼻咽喉科
260906675,医療法人仁映会　浅本内科医院
260906683,生嶋こどもクリニック
260906691,松本クリニック
260906717,河内眼科
260906725,医療法人社団東朋会　東内科クリニック
260906733,特定医療法人　桃仁会病院
260906741,特定医療法人桃仁会病院付属診療所
260906758,荒巻整形外科リハビリテーション科医院
260906766,医療法人社団　淀さんせん会　金井病院
260906782,医療法人　井上医院
260906790,藤田医院
260906816,田里医院
260906840,耳鼻咽喉科　たかきたクリニック
260906857,医療法人桜花会　桜花会クリニック
260906865,コマツ眼科医院
260906873,医療法人社団　松本クリニック
260906881,医療法人社団優久会　伊藤クリニック
260906899,医療法人社団恵寿会　まるおクリニック
260906915,広瀬レディースクリニック
260906931,こやま皮膚科クリニック
260906956,西眼科クリニック
260906972,金井クリニック
260906998,医療法人社団　東前医院
260907020,田中整形外科
260907061,医療法人社団大林医院
260907087,小島医院
260907095,添田医院
260907103,松山医院
260907111,くすみ耳鼻咽喉科クリニック
260907129,医療法人高生会　高生会リハビリテーションクリニック
260907137,もり小児科クリニック
260907145,ストレスケア藤井クリニック
260907152,金久医院
260907160,澤井医院
260907178,山本耳鼻咽喉科医院
260907186,医療法人玄紀会　西医院
260907194,なかい眼科クリニック
260907202,社会福祉法人　南山城学園　和光診療所
260907210,医療法人おくだこどもクリニック
260907228,医療法人社団　優久会　伊藤人工透析クリニック
260907236,医療法人啓優会　すがの医院
260907244,医療法人なかの眼科医院
260907251,福島内科医院
260907269,三木医院
260907277,さいわい病院
260907285,医療法人社団　松下医院
260907293,やまうちクリニック
260907301,医療法人　千優会　しらす内科・外科クリニック
260907319,伏見駅前陳皮フ科・形成外科クリニック
260907327,内科・循環器内科やの医院
260907335,京都市第二児童福祉センター診療所
260907343,ひらの町クリニック
260907350,松井医院
260907368,医療法人朋友会鳥羽健診クリニック
261001435,医療法人　太田内科医院
261001443,医療法人　梅山医院
261001492,あまここども診療所
261001500,小野田医院
261001518,医療法人社団　中川医院
261100435,辻医院
261100450,勘田内科医院
261100484,医療法人八仁会　久御山南病院
261100518,医療法人社団おおむら医院
261100526,田村医院
261100542,くわはら内科
261100559,医療法人　慶春会　あおいクリニック
261100567,きむら眼科
261200037,社会福祉法人　宇治病院
261200284,宇治おうばく病院
261200425,森川医院
261200714,小林診療所
261200730,下村医院
261200805,近藤産婦人科内科医院
261200813,松田医院
261200839,勝田外科医院
261200904,石川医院
261201027,八田医院
261201043,服部小児科医院
261201126,京都府山城北保健所
261201191,重永医院
261201233,稲垣産婦人科医院
261201241,えんや医院
261201258,斎藤小児科医院
261201274,阪井整形外科医院
261201282,原田内科医院
261201290,万木内科医院
261201308,橋本医院
261201324,三藤耳鼻咽喉科医院
261201357,中山医院
261201423,山本外科医院
261201464,吉川眼科医院
261201498,田中診療所
261201514,医療法人仁心会　宇治川病院
261201530,第二岡本総合病院
261201563,宇治市休日急病診療所
261201670,医療法人長安会　中村病院
261201688,金本伊勢田診療所
261201712,大石医院
261201738,医療法人和松会　六地蔵総合病院
261201746,やぎ小児科医院
261201761,森田耳鼻咽喉科医院
261201779,神谷産婦人科医院
261201811,宇治明星園診療所
261201829,いかだ医院
261201845,谷口内科医院
261201852,小田部小児科内科医院
261201860,桃花苑診療所
261201878,大西眼科医院
261201936,医療法人社団　服部医院
261201944,藤井医院
261201951,医療法人社団　完岡医院
261202009,大石木幡医院
261202033,宇田医院
261202041,白砂産婦人科医院
261202074,医療法人社団英栄会　大嶋耳鼻咽喉科医院
261202108,竹中内科医院
261202116,医療法人　松田整形外科医院
261202124,医療法人　芝野耳鼻咽喉科
261202132,医療法人社団　髙橋内科医院
261202157,矢田会皮膚泌尿器科医院
261202165,医療法人社団　関医院
261202207,原田医院
261202215,西堀診療所
261202249,医療法人　徳岡医院
261202272,医療法人社団　岡田医院
261202280,医療法人　曽我産婦人科
261202298,医療法人　浅妻医院
261202306,医療法人　児玉眼科医院
261202314,医療法人　スワ診療所
261202348,やましろ健康医療生活協同組合　あさくら診療所
261202363,松崎小児科医院
261202371,村澤医院
261202389,橋本整形外科
261202397,増井医院
261202421,広田医院
261202462,医療法人浩正會　宮本医院
261202470,山下内科医院
261202488,植田医院
261202496,上口医院
261202504,たのべ医院
261202538,医療法人社団一心会　都倉病院
261202546,田林耳鼻咽喉科医院
261202553,中村医院
261202587,川北整形外科医院
261202611,医療法人鉢嶺医院
261202629,医療法人社団中村医院
261202637,財団法人日本老人福祉財団京都ゆうゆうの里診療所
261202652,上ノ山吉岡医院
261202660,医療法人　小山内科医院
261202686,医療法人米田医院
261202710,野田整形外科医院
261202744,医療法人鳳凰会近藤診療所
261202751,中田医院
261202785,医療法人社団紘仁会　土井内科
261202793,医療法人社団神野医院
261202801,社会福祉法人不動園診療所
261202819,医療法人こうどう小児科
261202827,山村内科
261202835,社会医療法人岡本病院（財団）あすなろ岡本診療所
261202843,医療法人板倉整形外科医院
261202868,加賀美皮膚科クリニック
261202892,医療法人千照会　千原眼科医院
261202926,医療法人社団　笹平診療所
261202934,医療法人　西野医院
261202942,二宮内科医院
261202959,医療法人　今村医院
261202967,医療法人　弥生会　上田診療所
261202975,藤倉眼科医院
261203007,秋岡クリニック
261203049,いそべ医院
261203056,栄仁会おうばく駅前内科クリニック
261203072,おやいづ医院
261203080,医療法人　かどさか内科クリニック
261203098,医療法人社団　晴生会　滝本整形外科
261203106,医療法人　才田小児科医院
261203114,大石三室戸医院
261203130,小山医院
261203155,喜多クリニック
261203163,今林医院
261203171,社会医療法人岡本病院（財団）おかもと総合クリニック
